-15.82594,-64.75517
-15.2.594,-64.75517
-15.82591,-64.75517
-15.82588,-64.75517
-15.82588,-64.75517
-15.82582,-64.75517
-15.82579,-64.75517
-15.82576,-64.75517
-15.82573,-64.75517
-15.82570,-64.75517
-15.82567,-64.75517
-15.82564,-64.75517
-15.82561,-64.75517
-15.82558,-64.75517
-15.82555,-64.75517
-15.82552,-64.75517
-15.82549,-64.75517
-15.82546,-64.75517
-15.82543,-64.75517
-15.82540,-64.75517
-15.82537,-64.75517
-15.82534,-64.75517
-15.82531,-64.75517
-15.82528,-64.75517
-15.82525,-64.75517
